playlist_id,num_followers,track_id,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
733189,8,4i5hLY7mNIp70YhZveeItm,Today,Tom Scott,0.462,0.784,2,-5.069,0,0.0413,0.209,0.0131,0.0659,0.553,107.66,199053
741764,8,66VLscP5FZHPeMmtWaopbJ,Two Doves,Dirty Projectors,0.435,0.278,6,-11.233,1,0.0318,0.94,0.0135,0.114,0.472,80.543,221680
777114,8,0bfvHnWWOeU1U5XeKyVLbW,Can't Take My Eyes Off You,Frankie Valli,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,203680
851651,8,6ll2eCh0oltgwXoKGDPUuh,Taking Pictures Of You,The Kooks,0.659,0.523,2,-7.784,1,0.0332,0.22,0.0,0.343,0.54,135.79,161840
932586,8,2TFHEvHFW9gi0bz0SZmzqg,All Too Soon,Ella Fitzgerald,0.398,0.152,10,-15.846,0,0.0343,0.819,0.0,0.133,0.176,92.046,264093
949115,8,0TnCuBpf5kwR6JsKsSVOYK,The Chant,Artie Shaw,0.671,0.546,3,-3.973,0,0.0773,0.861,0.895,0.183,0.686,118.254,174506
965449,8,4mSwd3QbjAbMzWYA6QTpV7,Funk Junction,King Pleasure,0.546,0.228,8,-14.059,1,0.0387,0.735,0.903,0.262,0.493,126.638,184573
976213,8,7d0aJ5dZYvo4ePeMxBeqvE,"Alright, Okay, You Win",Count Basie,0.729,0.344,8,-14.173,1,0.052,0.772,0.000133,0.285,0.814,132.75,182493
47169,7,4XTuSMs47SIg35KxhNIUGe,White Winter Hymnal,Fleet Foxes,0.629,0.534,6,-9.054,0,0.0267,0.437,3.33e-06,0.328,0.649,124.964,147026
53095,7,3lPAHV0b53zgRRm9LBgnTY,Empire State Of Mind,JAY Z,0.49,0.961,8,-1.595,0,0.398,0.0263,0.0,0.535,0.795,173.595,276920
57455,7,1vYew137WJ69SFp9oez3xm,Red Red Wine - Edit,UB40,0.858,0.396,1,-10.777,1,0.0515,0.00137,1.08e-05,0.119,0.831,89.108,183853
77205,7,0n2SEXB2qoRQg171q7XqeW,Smooth,Santana,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294986
136388,7,1ipCLlVhR9hEa9nMZYNosi,All I Could Do Was Cry - Single Version,Etta James,0.361,0.233,8,-10.121,1,0.0328,0.717,6.77e-06,0.284,0.565,173.907,178466
193093,7,54KBZY7QbCdT2yv16Z5It1,Misty - Live In Berlin/1960,Ella Fitzgerald,0.419,0.162,11,-18.418,1,0.0449,0.92,0.0,0.417,0.271,62.742,157933
240552,7,4B2SauZPR1NSB3ksnNM0Wy,Dusk You & Me,Groove Armada,0.673,0.38,1,-13.088,1,0.0369,0.559,0.876,0.123,0.351,141.988,338333
272428,7,2DX7nSCtuJ2BqTFzZ4DAvn,Lost Love - Band Track,The Sonics,0.634,0.446,5,-12.532,1,0.0722,0.192,0.856,0.0807,0.179,129.229,149320
284237,7,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,Ludovico Einaudi,0.191,0.0582,8,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,357706
299614,7,4NZ49ou8OhP8AIlmFmmNUu,Harpe,Kenton Slash Demon,0.575,0.494,11,-7.942,1,0.05,0.0007,0.727,0.109,0.0801,126.001,413218
319961,7,7Jp76WScmZFgnHDUycJC4c,Mariette,Mark Kozelek,0.658,0.318,6,-10.041,1,0.0311,0.0873,0.00502,0.119,0.712,136.983,181706
380560,7,07A2ZSsP9vyCyyRmo7CikK,Chorale,St. Petersburg Chamber Choir,0.18,0.167,9,-25.257,1,0.0467,0.992,0.966,0.097,0.0344,129.673,167760
382656,7,23540fvIu0kOinkAbhAExc,Surreal,James Seville,0.506,0.649,0,-7.602,1,0.215,0.342,0.0,0.114,0.514,117.967,211513
409327,7,6dcyxJbRpwUhj6la6WUK6W,Strawberry Letter 23,Shuggie Otis,0.513,0.473,9,-12.764,0,0.0276,0.13,0.000521,0.348,0.75,171.023,239906
423402,7,0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,254560
497550,7,0Sl8C9oeS3b5Kv9bSvTPDr,Loud Places,Jamie xx,0.647,0.626,8,-10.753,0,0.0424,0.00422,0.323,0.122,0.185,109.015,283066
517151,7,0Ve1sQdEcXQe0ZpS8AWDPC,Central Park West,John Coltrane,0.311,0.0312,11,-21.88,1,0.036,0.955,0.855,0.0965,0.15,73.467,251293
549153,7,157llmCqs15bAa3T4z3H1a,Summer In The City,Quincy Jones,0.572,0.281,9,-16.547,0,0.0448,0.592,0.296,0.102,0.345,81.386,244440
549260,7,4LxIGAVfcQIw0zAQRyFhU8,Motownphilly,Boyz II Men,0.754,0.857,2,-9.699,1,0.0605,0.0143,2.34e-05,0.278,0.787,114.143,235226
562865,7,4j4pPKE3xAblPIbhxScC1j,Rawnald Gregory Erickson the Second,STRFKR,0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,173693
589978,7,2Nz6aF1umHh5Et6I5H581L,Hooked on a Feeling,Blue Swede,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172866
611180,7,1FejelrM94Ik1mlI64Ofpb,Coffee,Sylvan Esso,0.643,0.464,0,-8.113,1,0.1,0.343,0.000935,0.0873,0.21,100.002,268213
628379,7,2y8Eez5cFFf2JzD546LThM,Fly Me To The Moon,Frank Sinatra,0.657,0.26,7,-14.251,1,0.0521,0.474,0.0,0.0656,0.378,119.358,147000
638034,7,6ePfZSL65nQl1mhTd0YEt3,Into Each Life Some Rain Must Fall,Ella Fitzgerald,0.532,0.121,7,-14.874,0,0.0509,0.957,0.0,0.124,0.453,132.286,190093
661357,7,1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What A Night!)",Frankie Valli & The Four Seasons,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197146
720315,7,6Z8R6UsFuGXGtiIxiD8ISb,Safe And Sound,Capital Cities,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192789
747552,7,7mTtcGsy8nasBYDjAWBI5t,Early in the Morning - Remastered,Harry Nilsson,0.451,0.0379,0,-18.555,1,0.0674,0.988,5.1e-05,0.138,0.439,45.17,170293
763857,7,6ptsvwWMeB1r9VrKY3j4YM,"Holland, 1945",Neutral Milk Hotel,0.24,0.873,7,-4.296,1,0.0566,0.0458,0.000152,0.624,0.395,99.779,192546
771601,7,3BKp3p9HF9nMP4CcSsOBAf,Picture Frames,rei brown,0.498,0.515,2,-10.647,1,0.0583,0.717,0.0262,0.215,0.146,119.596,272500
776777,7,0C1ZmUpnsIELhYhpQmbJ1A,The Girl From Ipanema,Stan Getz,0.662,0.192,5,-15.623,0,0.0349,0.906,3.55e-05,0.0887,0.439,129.807,323493
796382,7,7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,214733
898630,7,010ALbbh5KlQ4fKWgSdhRd,Look On Down From The Bridge,Mazzy Star,0.37,0.0772,0,-19.322,1,0.0414,0.642,0.69,0.112,0.0954,119.942,287893
899293,7,4yugZvBYaoREkJKtbG08Qr,Take It Easy,Eagles,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,211577
923707,7,7uqp6emhzdbALAeVyWzziO,(What Did I Do To Be So) Black And Blue - Shorter Version,Louis Armstrong,0.481,0.189,0,-10.92,1,0.0395,0.627,5.95e-05,0.502,0.252,74.426,277133
933089,7,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,Cyndi Lauper,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238266
946028,7,4T6HLdP6OcAtqC6tGnQelG,Everything,Michael Bublé,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,212373
955571,7,5DLpsp01fny198RFN0iViD,That Ole Devil Called Love,Billie Holiday,0.388,0.116,5,-16.632,0,0.0387,0.952,0.0,0.0839,0.348,68.247,175426
975089,7,3Y4rUyw7XBCK6hGHCOt6rp,"Call It Fate, Call It Karma",The Strokes,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,204773
982248,7,0XikqM6V7Q3O2pkFwSlCMA,In A Mellow Tone,Ella Fitzgerald,0.625,0.162,0,-14.7,1,0.0414,0.826,0.0,0.146,0.514,106.609,311800
987589,7,5jpXy3HI570A5SPL5YBrYw,You Send Me,Sam Cooke,0.572,0.224,4,-12.519,0,0.0296,0.991,0.00381,0.119,0.415,96.13,164533
988924,7,3KhSh5mImnRARr3GC2eaui,"Delibes: Lakmé, Act 1 Scene 4: No. 2, Duetto, ""Viens, Mallika, les lianes en fleurs … Dôme épais, le jasmin"" (Lakmé, Mallika)",Léo Delibes,0.291,0.119,11,-20.493,1,0.0439,0.972,0.51,0.296,0.0571,125.103,210613
7306,6,6W5706MsehAWMAZLIg9Fu2,Strange Fruit,Billie Holiday,0.384,0.078,0,-13.77,0,0.0469,0.967,5.49e-06,0.135,0.135,97.427,181386
17882,6,1B8RSIxmwcjad7XUJjeCK2,You Make Me Feel So Young,Michael Bublé,0.508,0.537,9,-4.732,1,0.0441,0.702,0.0,0.362,0.644,129.865,185693
29611,6,3u2rek5M3Bn5kzcznev15h,Try,The xx,0.558,0.181,2,-18.213,1,0.0413,0.638,0.154,0.0887,0.116,96.004,195426
41782,6,0wzABO1igQsSy8cQ7dIeHK,Paint It Black,The Rolling Stones,0.482,0.8,11,-9.278,0,0.0916,0.0569,0.00223,0.387,0.569,158.81,202266
44802,6,3jP3coGrROR7kjiDlpoRph,Tears Dry On Their Own,Amy Winehouse,0.643,0.871,1,-2.734,0,0.118,0.491,0.0,0.29,0.452,121.569,185186
45663,6,6ybViy2qrO9sIi41EgRJgx,Don't Know Why,Norah Jones,0.732,0.198,5,-11.775,1,0.028,0.883,1.1e-05,0.0659,0.618,88.174,186146
53427,6,4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,Chet Baker,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,141133
54330,6,7a3g7jILDCvADVN9NQIyYj,This Guy's In Love With You,Herb Alpert & The Tijuana Brass,0.635,0.167,1,-12.998,1,0.0403,0.858,0.000999,0.213,0.246,83.768,239733
58657,6,3OIKgKNUt87GHz8OmmHZop,Is This How You Feel?,The Preatures,0.536,0.807,9,-7.696,1,0.129,0.00014,0.128,0.069,0.638,184.894,214093
66433,6,1OtISG0K02k06m1BENey4H,Equinox,John Coltrane,0.62,0.203,8,-15.599,0,0.0341,0.798,0.501,0.0649,0.27,116.8,487279
70159,6,2Xdc6qyaFBJZ8QW1KhpVci,Soul Kitchen,The Doors,0.679,0.443,9,-7.376,1,0.0394,0.33,0.0,0.0533,0.609,115.843,213000
75149,6,5y7IlVN0Sc0T7UHZ1ZMI1a,You're The Cream In My Coffee,Pat Coil,0.701,0.295,10,-14.493,1,0.0354,0.891,0.765,0.0815,0.609,135.937,196960
92713,6,4tWMCccCqSyyfFOzXKneBd,The King Of Carrot Flowers Pt. One,Neutral Milk Hotel,0.413,0.509,5,-6.575,1,0.033,0.108,0.877,0.358,0.335,93.987,120426
125162,6,40GcMSq0snm69PcRayNTw1,Calgary,Bon Iver,0.465,0.468,11,-11.565,1,0.0367,0.919,0.135,0.618,0.0745,119.938,250200
144473,6,2dQH1IHSPZOcgckxG2ENSD,Consider Me Gone - feat. Sting,Christian McBride,0.602,0.13,7,-17.637,1,0.0462,0.882,0.00616,0.114,0.206,128.822,259279
152869,6,5MdspbV5Nu1UnMaMo9RF1V,Le Sucrier Velours - The Queen's Suite,Duke Ellington,0.191,0.0262,10,-22.313,1,0.0309,0.957,0.283,0.127,0.0385,79.802,162133
205425,6,0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,233866
213542,6,1mqlc0vEP9mU1kZgTi6LIQ,September,"Earth, Wind & Fire",0.693,0.911,9,-3.691,1,0.0305,0.183,0.000107,0.3,0.982,125.895,216520
227957,6,3tsFGpQxRG7fTFOS6Do0YC,Candy Says,The Velvet Underground,0.519,0.0596,2,-23.386,1,0.0316,0.933,0.713,0.105,0.267,79.22,243666
241944,6,3KzgdYUlqV6TOG7JCmx2Wg,Beyond The Sea,Bobby Darin,0.521,0.516,2,-7.456,0,0.0369,0.723,0.0,0.257,0.569,136.483,172480
274497,6,6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'",Sam & Dave,0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,155706
279910,6,5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Harry Styles,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,224866
289401,6,5QCrgZeDqFPQ4aB7TYPJM0,And If You See Him,Diana Ross,0.595,0.708,9,-5.354,0,0.0407,0.21,0.000968,0.207,0.813,136.789,172160
299570,6,73Q6RsHfAkW8v8CK4pLF5R,Changes,Faul & Wad Ad,0.822,0.692,3,-8.041,0,0.0371,0.00976,0.755,0.0696,0.235,126.001,342856
304703,6,0C1ZmUpnsIELhYhpQmbJ1A,The Girl From Ipanema,Stan Getz,0.662,0.192,5,-15.623,0,0.0349,0.906,3.55e-05,0.0887,0.439,129.807,323493
305457,6,5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,Young the Giant,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,244693
317040,6,4voNhTzFNOvmiGuRfQlZhP,Silent Sea,KT Tunstall,0.405,0.294,0,-11.357,1,0.0291,0.888,1.78e-05,0.0753,0.108,99.172,228066
318872,6,5I0PyDPmeG5iyGzHeon3iL,In A Sentimental Mood,Glenn Miller,0.322,0.277,5,-12.352,0,0.0301,0.95,0.903,0.158,0.303,79.874,200240
362822,6,56NkIxSZZiMpFP5ZNSxtnT,Someday,The Strokes,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183573
365520,6,2rqU6isUjWk7s2y0ZEkmhb,Falling Slowly,Steve Kazee,0.45,0.142,0,-12.649,1,0.0305,0.893,0.000138,0.109,0.0564,128.153,266053
381065,6,7Cqx7BvJGN2TJ8nqwHUFA1,Everything's Made for Love,Gene Austin,0.484,0.307,9,-11.91,1,0.0808,0.995,0.00101,0.157,0.44,166.381,181285
396177,6,48rWOp2ZD5HAao92b2dgbe,Fly Me to the Moon (Live),Frank Sinatra,0.594,0.571,9,-6.241,0,0.249,0.937,0.000276,0.959,0.656,121.501,151208
407730,6,3UGpUUtC5r93zMDZXcgwIQ,"If You Want To Sing Out, Sing Out",Yusuf / Cat Stevens,0.687,0.284,0,-13.452,1,0.0354,0.791,0.0145,0.134,0.851,132.242,167640
408025,6,0Wv9Ckm088qsVkMKPH170C,Shiver,Lucy Rose,0.463,0.192,9,-13.229,1,0.0338,0.706,8.46e-05,0.105,0.135,122.631,233013
413789,6,5TwKxDVZHXTK6kf5z6ADMV,So Groovy(Reach out of the Darkness),Jocelyn Alice,0.843,0.611,2,-6.58,1,0.0324,0.0503,3.04e-06,0.121,0.849,113.954,154078
475890,6,6Eu5EfCs3lpYMgdGFTNCdN,Cyclic Episode,Walter Smith III,0.524,0.56,10,-7.024,1,0.0463,0.783,0.26,0.702,0.605,118.318,798826
484511,6,4fX4sH8S3ftdk45dYFVgoa,Cry One More Time (feat. Emmylou Harris) [Live],Gram Parsons,0.473,0.396,4,-19.03,1,0.376,0.192,4.19e-06,0.813,0.675,111.841,408706
496236,6,5Xak5fmy089t0FYmh3VJiY,Black,Pearl Jam,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,342653
498818,6,3M5eeHXgG4VplKNcsBC8Dj,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.67,0.619,0,-10.365,0,0.0323,0.0514,0.0,0.0492,0.807,108.826,160500
500040,6,0WxrRxifpoPECIOT4CW8Mx,Waltz Limp - previously unreleased,Dave Brubeck,0.538,0.484,5,-17.204,0,0.0424,0.678,9.03e-05,0.91,0.872,112.496,297480
509720,6,6fOPuabPdAJ0HgqJFcDGb1,Apologize,OneRepublic,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208106
517617,6,7Iq6JCkLgjel3yxFFHNbdU,Shofukan,Snarky Puppy,0.309,0.739,4,-9.314,0,0.0864,0.062,0.771,0.702,0.212,83.499,393062
534641,6,55F8XbLI2mai5Hp4LqAMrO,They Can't Take That Away From Me,Ella Fitzgerald & Louis Armstrong,0.503,0.357,0,-9.287,0,0.0791,0.849,0.0,0.118,0.323,102.625,271133
561984,6,2T0eNWssExUGaVsSyqAqQa,Daydreaming,Groenland,0.695,0.27,0,-8.994,1,0.0361,0.894,4.6e-05,0.0897,0.358,129.269,246813
564850,6,6RS6umtcKjQXrSdMRLQ3OM,Snare Liftoff - I Want To Be One Of The Greats,J.K. Simmons,0.675,0.486,5,-11.819,0,0.0514,0.0248,0.655,0.243,0.0347,74.318,43665
577526,6,4ZsUKzYzaR3nYfzvBEucno,Slow Burn,Made in Heights,0.789,0.616,8,-7.57,0,0.0468,0.108,0.258,0.131,0.775,110.003,265761
578650,6,1D2rNrzG4x1EfQHCSgiVB1,"Perhaps, Perhaps, Perhaps",Doris Day,0.616,0.271,9,-12.215,0,0.0414,0.759,8.47e-06,0.0781,0.649,104.517,151706
579581,6,0AX6pLXtyR2vPLv2KYErAg,La Vie En Rose - Single Version,Louis Armstrong,0.582,0.0766,0,-12.544,1,0.0603,0.866,0.00394,0.091,0.274,70.443,204400
591122,6,12jjuxN1gxlm29cqL5M6MW,I Got You,Jack Johnson,0.899,0.399,11,-6.553,1,0.038,0.61,1.52e-05,0.0923,0.544,98.067,179346
602350,6,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206266
603941,6,3Ajt1YY9Q0LynMPm2xqqOc,Just The Way You Are,Diana Krall,0.527,0.337,8,-10.892,1,0.0332,0.806,0.00229,0.122,0.461,135.721,300506
657620,6,1BfbdFWT4wirsQ5BNgmN52,Danke Schoen - 1999 - Remaster,Wayne Newton,0.388,0.211,0,-16.875,1,0.0483,0.293,0.0,0.221,0.508,144.561,154933
660335,6,1HiTKXJKNyMib5bwRT9RMv,Fever,Ray Charles,0.647,0.425,11,-10.216,0,0.265,0.36,0.0,0.105,0.377,131.821,209586
669210,6,7F3u6AGvjg2WrH3abtHsjr,Los Heraldos Negros,Cesar Vallejo,0.615,0.138,8,-19.029,0,0.944,0.644,4.66e-05,0.198,0.392,174.077,88686
676594,6,1t2tKmSYA61IA7scT1yoIn,Rivers And Roads,The Head and the Heart,0.476,0.207,0,-8.814,1,0.0342,0.708,0.000154,0.0821,0.162,136.508,284000
680631,6,7zWd7XzPystdGudzqyU4k8,Grand Concourse,Buddy Rich,0.304,0.936,8,-8.862,1,0.168,0.331,0.764,0.348,0.289,201.769,685826
684729,6,1u1PzGnsWKjAwSZ9Rg1kjD,Sleepwalk,Santo & Johnny,0.444,0.412,0,-11.569,1,0.0465,0.895,0.64,0.145,0.351,184.012,151092
697744,6,3s2RFp5hU6jEvAmfZrnrAi,I'll Let You Know,David Hazeltine,0.442,0.124,3,-22.227,1,0.0388,0.92,0.605,0.21,0.2,65.003,408600
713054,6,56KTVYhK9alJMt0N8A1jOK,Last Known Surroundings,Explosions In The Sky,0.349,0.807,10,-7.678,1,0.0435,0.00451,0.867,0.125,0.119,112.129,501533
718303,6,3V0W5CfNDMiTKg93wuLFxJ,Let Go,RAC,0.746,0.84,5,-5.891,1,0.0331,0.0917,0.0156,0.351,0.734,110.0,280120
721948,6,1guHQac8sGYR17kRUJVJN4,C'est Si Bon,Eartha Kitt,0.535,0.249,5,-15.772,0,0.054,0.811,0.0,0.0962,0.536,75.907,179906
729306,6,2fBYsaZfyO7i6rtfmtzFF3,A Transa,"Antonio Pinto, Ed Cortes",0.773,0.47,7,-16.563,0,0.156,0.234,0.891,0.0729,0.927,82.011,124413
735458,6,22KgH8LWjx7L9JDLg5p9RX,Hold On I'm Coming,Sam & Dave,0.82,0.43,1,-11.479,1,0.0414,0.178,0.00024,0.0664,0.749,110.439,163587
756770,6,6SKwQghsR8AISlxhcwyA9R,Marry You,Bruno Mars,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230120
793212,6,2jsFRGqg1tLH3J6UFiR1Bc,Witchcraft - Remastered,Frank Sinatra,0.515,0.32,0,-8.007,1,0.038,0.606,0.0,0.122,0.311,116.293,172253
829264,6,4ztPah3U03EQ6SZUrSV27g,All Under One Roof Raving,Jamie xx,0.815,0.798,1,-11.179,1,0.168,0.0437,0.38,0.117,0.0617,116.824,359929
831300,6,4McRlwqJQIERlJFiJEgbP0,Total Eclipse of The Heart,Bonnie Tyler,0.435,0.712,8,-6.173,1,0.0668,0.213,0.0,0.314,0.151,131.251,267786
833295,6,3ZLyt2ndLFBh148XRYjYYZ,All We Got (feat. Kanye West & Chicago Children's Choir),Chance The Rapper,0.531,0.544,0,-8.615,0,0.462,0.308,1.89e-06,0.0835,0.398,131.921,203794
841870,6,32VLqymz5qCuOuaXsWZ9hf,The Earthquake Song,The Little Girls,0.445,0.693,2,-14.84,1,0.0731,0.00136,0.291,0.0933,0.824,144.675,160293
854462,6,36c06GCVpEFproZOv2cisT,Nocturne,Kelley Polar,0.852,0.557,7,-8.722,0,0.0585,0.0505,0.774,0.103,0.908,124.98,261186
861574,6,4sCYKMatyhazyy6r2N7Hp2,Genesis,Grimes,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320
902784,6,5bAxCsh4epqYFfAbVx1JHV,Bruca Manigua - Live,Buena Vista Social Club,0.509,0.73,10,-7.398,1,0.053,0.719,3.23e-05,0.751,0.84,124.724,315524
906499,6,5Fd9moXSTdiL4UsUaAqu4a,Girl From Ipanema,Esther Phillips,0.566,0.295,1,-13.836,1,0.0351,0.557,0.0,0.275,0.785,133.824,165653
940988,6,3vgNELn8MEMjWbdb3hAi3P,They Say It's Wonderful,John Coltrane,0.4,0.11,3,-17.937,1,0.0326,0.955,0.138,0.119,0.16,99.892,320360
945258,6,6rhFQMrr2BWrnLewzBh0Wq,Tompkins Square Park,Mumford & Sons,0.472,0.794,2,-6.488,0,0.0519,0.0142,0.026,0.112,0.446,161.295,312626
947675,6,5Wl9fPpzcNSE72hJAOuG3R,Tropicana (Morena Tropicana),Alceu Valença,0.641,0.802,11,-6.673,0,0.15,0.149,0.0,0.209,0.759,134.11,233960
952878,6,0tqGDh2rY2gZH57oJgSIsj,Voce Abuso,Toquinho,0.541,0.292,0,-17.004,0,0.0471,0.935,2.18e-05,0.092,0.864,87.521,169413
959772,6,1tjpccwiGZTMDfHr5VGCmT,I Wish It Would Rain,The Temptations,0.388,0.449,3,-12.584,1,0.088,0.443,0.0,0.265,0.692,179.651,162706
968172,6,2fTSrpmAlT8KpsYHPzdJaA,Daybreak,Chet Baker,0.614,0.173,7,-13.084,0,0.0435,0.835,0.147,0.0385,0.576,83.352,163826
974109,6,4tjLFiGizOsRuN5zVbGWFA,When I Dream,Carol Kidd,0.496,0.0264,2,-27.913,1,0.032,0.984,0.151,0.118,0.16,78.47,274093
974210,6,0N0r9fZeAPf7OmPnUEMQtv,Your Rocky Spine,Great Lake Swimmers,0.707,0.427,7,-15.34,0,0.0296,0.612,0.00396,0.212,0.55,94.322,216453
986965,6,2Z2vOukzwOgqR4dkymRSWd,Santeria,Sublime,0.67,0.753,1,-5.058,0,0.0387,0.0208,2.74e-06,0.147,0.551,90.385,182500
993320,6,6XCo0c6gNbKr0a7L5aI3bq,I Always Knew,The Vaccines,0.393,0.872,2,-2.53,1,0.0401,0.000122,0.000407,0.312,0.394,150.087,214346
8492,5,5uM9zdUz8PpYJME9wZCM4W,Baby Love - Juke Box Single Version,The Supremes,0.594,0.698,2,-6.524,0,0.0365,0.776,0.0,0.237,0.649,135.821,156333
9575,5,0KJRVbEIMIVCjDGZ17jzWP,Don't Get Around Much Anymore,Louis Armstrong,0.642,0.199,8,-13.529,1,0.0379,0.852,0.0434,0.601,0.586,109.492,215400
22165,5,6TzCeXJLrQUsA76d7z2m9q,It Had to Be You (Big Band and Vocals),"Harry Connick, Jr.",0.543,0.284,5,-13.205,1,0.051,0.683,0.0,0.101,0.409,125.558,158226
34454,5,5zh5frDVs3s4VQiCx0G7K8,Hey Baby - Remastered,Bruce Channel,0.632,0.552,9,-8.564,1,0.037,0.203,0.0,0.307,0.557,130.052,139620
36045,5,7CZpQGXXeorgmUTgOkoqdh,Spinning Wheel,Dr. Lonnie Smith,0.513,0.62,5,-10.926,0,0.0469,0.0989,0.886,0.133,0.501,96.974,457133
42117,5,5L8ta4ECl5zeA6bGqY7G38,"Sing, Sing, Sing",Benny Goodman,0.62,0.67,2,-11.575,0,0.0591,0.853,0.896,0.156,0.295,113.492,520293
43919,5,5bQlwVB0FBVHQoaQufdnyf,Stop! Dimentica,Tiziano Ferro,0.557,0.811,5,-5.187,0,0.0506,0.095,0.0,0.2,0.572,114.981,226706
45901,5,2d9totnSVmmczPtHFl8Ys6,Sleep On The Floor,The Lumineers,0.39,0.431,7,-8.045,1,0.0344,0.249,0.0,0.13,0.275,141.993,211840
52664,5,7EwojNCpfJF2SWUmZzanoW,You Belong To Me,Jo Stafford,0.401,0.215,5,-14.156,1,0.031,0.927,0.000148,0.056,0.423,72.959,184800
66487,5,75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600
81055,5,0Tel1fmuCxEFV6wBLXsEdk,Kiss Me,Ed Sheeran,0.589,0.227,2,-16.67,1,0.0498,0.64,0.00469,0.0248,0.182,74.993,280853
90007,5,4S1PQu6IPLn3KPocEXp0T4,When I Fall in Love,Nat King Cole,0.243,0.171,1,-17.543,1,0.037,0.814,0.00523,0.102,0.0897,126.599,191200
90317,5,0LTOCgWWBnWznoQjuz0TvX,Mack The Knife,Robbie Williams,0.425,0.483,0,-8.219,1,0.105,0.654,0.0,0.0657,0.618,158.622,198733
94177,5,33yp75ESNeBFrWoVImoVEr,Havana Heat,Future Dollars,0.417,0.502,5,-10.185,0,0.103,0.879,0.0484,0.0974,0.144,78.816,180207
104143,5,7feeBBX7sTF1ZFgDUnXnZf,Pistols At Dawn - Bonus Track,Seinabo Sey,0.573,0.519,5,-8.455,1,0.038,0.0323,1.53e-05,0.063,0.239,82.048,220801
108069,5,1oj7XEZgpeDy7kg0XLnvyp,You're My Thrill,Billie Holiday,0.285,0.223,9,-13.804,1,0.0347,0.62,0.00315,0.278,0.115,140.672,204493
108297,5,05CF4ATpqROLTQVYABNZ3W,Laidu,Rokia Traoré,0.702,0.269,10,-15.172,0,0.0365,0.626,0.0406,0.125,0.397,99.747,386973
124670,5,7zSAI7Ae6DPVepN8MksKVZ,Space Age Love Song,A Flock Of Seagulls,0.447,0.744,2,-4.613,1,0.0311,3.62e-05,0.106,0.21,0.552,139.959,226693
145424,5,0Rz1KXsP4bhGxs0ffySSSn,Blurred Lines,Robin Thicke,0.866,0.606,7,-4.762,1,0.04,0.00381,6.5e-06,0.0861,0.838,119.991,263826
